SYMBOL,luminal.pregnant,luminal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LC,MCL1.LD,MCL1.DG,MCL1.DH,MCL1.LE,MCL1.LF,MCL1.LA CPM,MCL1.LB CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.LE CPM,MCL1.LF CPM
Acot2,0,-2.74390180249027,2.82381822653065e-44,5.84496062359311,1.1948162038744e-46,1327,1422,742,551,162,236,4025,4958,496,500,441,399,65.074,65.505,30.787,24.310,7.525,11.791,180.967,225.484,21.354,22.959,17.837,16.182
AI837181,0,-2.37760950257659,4.40654099787076e-44,4.79856810666402,1.88071215185624e-46,870,1009,911,711,652,643,717,638,888,942,92,70,42.664,46.480,37.800,31.369,30.284,32.125,32.237,29.016,38.230,43.255,3.721,2.839
Efnb1,0,-3.10771345068887,4.76055169873043e-44,6.1813899039707,2.0493195067937e-46,1154,1652,3733,4125,1489,1540,1090,1083,2485,3255,80,77,56.591,76.100,154.891,181.996,69.161,76.941,49.007,49.254,106.985,149.464,3.236,3.123
Lrfn4,0,-2.61150108891771,4.80165312500646e-44,5.76512983390171,2.0846796009815e-46,1190,1374,2118,1581,1133,1215,1493,1591,2100,1767,124,191,58.356,63.294,87.881,69.754,52.626,60.703,67.126,72.357,90.410,81.137,5.015,7.746
Umodl1,0,3.620984641307,5.61598563654243e-44,-0.0560252248828086,2.45889212534879e-46,0,0,7,3,10,7,11,11,0,1,76,94,0.000,0.000,0.290,0.132,0.464,0.350,0.495,0.500,0.000,0.046,3.074,3.812
Lrrc75b,0,3.20087559821423,5.97337477746229e-44,5.75333301971103,2.63734859007128e-46,378,363,2243,2095,2147,2106,115,131,2273,1613,533,881,18.537,16.722,93.068,92.432,99.724,105.219,5.170,5.958,97.858,74.066,21.558,35.730
Bcl2l1,0,-2.49929804738877,1.3314400029696e-43,6.37818870755662,5.92752641227867e-46,1970,2638,1470,1116,699,750,5438,5594,925,693,677,540,96.606,121.521,60.994,49.238,32.467,37.471,244.497,254.409,39.823,31.821,27.382,21.900
Rph3al,0,2.67881999469334,1.44270143796359e-43,3.20157880971646,6.47594007989838e-46,120,130,66,68,160,135,114,102,204,202,423,438,5.885,5.989,2.739,3.000,7.432,6.745,5.126,4.639,8.783,9.275,17.109,17.764
Isg20,0,2.58310670265073,1.47939324808253e-43,4.80103532846506,6.69507228058983e-46,553,613,225,187,174,147,346,438,187,221,1661,1281,27.118,28.238,9.336,8.250,8.082,7.344,15.556,19.920,8.051,10.148,67.182,51.952
Tm7sf2,0,2.65735493644445,2.10369218329538e-43,3.48677651445667,9.59777146799467e-46,176,232,107,98,157,138,155,135,109,106,610,528,8.631,10.687,4.440,4.324,7.292,6.895,6.969,6.140,4.693,4.867,24.673,21.414
Rrad,0,-3.53174480046624,2.1056529519673e-43,3.98277124030838,9.6841906985508e-46,496,512,415,350,270,230,274,267,955,950,18,11,24.323,23.586,17.219,15.442,12.541,11.491,12.319,12.143,41.115,43.622,0.728,0.446
Stimate,0,1.80843278294295,3.18460150897104e-43,5.12838688379543,1.47635965315262e-45,557,595,413,361,389,390,735,662,418,337,1403,1641,27.314,27.409,17.136,15.927,18.068,19.485,33.046,30.107,17.996,15.474,56.747,66.552
Tacstd2,0,-3.65702225697186,3.49227697130731e-43,5.5147198088569,1.63184508391048e-45,5185,5667,174,199,348,290,694,1130,352,311,41,50,254.265,261.054,7.220,8.780,16.164,14.489,31.203,51.391,15.154,14.281,1.658,2.028
Tspan7,0,2.25460860559153,3.50951328398613e-43,5.51561437746915,1.6528117309328e-45,518,633,465,482,501,516,663,668,889,1103,2044,1916,25.402,29.160,19.294,21.266,23.271,25.780,29.809,30.380,38.273,50.648,82.673,77.705
Creb5,0,-3.05345917843443,6.50684312770524e-43,4.86783588610095,3.08835043038366e-45,1114,1119,272,337,1579,1555,450,534,756,612,41,33,54.629,51.547,11.286,14.868,73.342,77.690,20.232,24.286,32.547,28.102,1.658,1.338
Fdps,0,2.63842689597574,1.06006972762667e-42,4.90752850013029,5.07042439351951e-45,527,447,284,167,689,644,390,287,439,327,1355,1257,25.843,20.591,11.784,7.368,32.003,32.175,17.535,13.052,18.900,15.015,54.805,50.979
Trib2,0,-3.13029660624387,1.95468578760613e-42,4.40623796429544,9.42138556151452e-45,1001,1300,212,129,103,120,1511,987,240,254,98,78,49.088,59.885,8.796,5.692,4.784,5.995,67.936,44.888,10.333,11.663,3.964,3.163
Acly,0,2.44194910460651,3.01444772022782e-42,9.86584794327694,1.46402405927397e-44,5519,6994,4071,3646,3971,3587,17077,14966,6994,5482,47452,60785,270.644,322.183,168.916,160.862,184.446,179.212,767.795,680.637,301.107,251.723,1919.282,2465.194
Zscan10,0,3.2935575277311,3.52138474391303e-42,0.23213510776511,1.72318396902179e-44,0,1,1,2,4,2,12,23,1,7,104,111,0.000,0.046,0.041,0.088,0.186,0.100,0.540,1.046,0.043,0.321,4.206,4.502
Rai2,0,3.60740637011779,4.57579740056153e-42,5.09127177956954,2.25599489192113e-44,38,50,981,1113,1834,2179,18,17,1712,1499,134,133,1.863,2.303,40.704,49.106,85.186,108.866,0.809,0.773,73.705,68.831,5.420,5.394
Rassf6,0,2.35123913340431,6.26412949973275e-42,4.38389026483587,3.11143707444689e-44,859,1129,26,35,22,18,295,340,37,34,1045,980,42.124,52.008,1.079,1.544,1.022,0.899,13.263,15.463,1.593,1.561,42.267,39.745
Met,0,-2.26363885879383,6.95372454705119e-42,6.48667299762315,3.47954868979345e-44,4106,3879,2276,2132,1522,1151,3633,3808,1004,1093,498,469,201.352,178.689,94.437,94.064,70.694,57.506,163.343,173.183,43.224,50.189,20.143,19.021
Mavs,0,2.48778963688099,1.00794427261786e-41,4.11286600110179,5.08070073765209e-44,293,251,293,284,335,405,195,166,413,304,615,644,14.368,11.562,12.157,12.530,15.560,20.234,8.767,7.549,17.781,13.959,24.875,26.118
Dclk1,0,-4.37905317351777,1.02365168090083e-41,5.168585472622,5.19753971685177e-44,2649,1491,1165,883,541,602,538,503,1409,1252,21,10,129.903,68.684,48.339,38.958,25.129,30.077,24.189,22.876,60.660,57.489,0.849,0.406
Cidea,0,4.78485367634634,1.58988238723201e-41,7.9079629769814,8.13104425568451e-44,98,158,48,53,176,147,862,1256,11,5,17555,19171,4.806,7.278,1.992,2.338,8.175,7.344,38.756,57.121,0.474,0.230,710.044,777.498
Slc7a2,0,2.5755378147752,1.9854113909906e-41,6.64313380524439,1.02269250060224e-43,9193,8873,1961,2076,839,825,296,392,1321,1485,1216,1355,450.812,408.740,81.367,91.593,38.970,41.218,13.308,17.828,56.872,68.188,49.183,54.953
Kit,0,-3.58009434838899,2.08357763417057e-41,6.41961480200938,1.08092441376817e-43,7682,6916,199,214,13,13,3324,5898,231,197,253,234,376.714,318.590,8.257,9.442,0.604,0.650,149.450,268.234,9.945,9.046,10.233,9.490
Sema7a,0,3.75776896291835,3.13217024992631e-41,4.07170308930727,1.63644054413163e-43,99,186,215,233,116,106,114,99,315,472,788,1005,4.855,8.568,8.921,10.280,5.388,5.296,5.126,4.502,13.561,21.673,31.872,40.759
Timm8b,0,1.85795383304589,3.20481432885773e-41,4.55968270167311,1.68618583842914e-43,481,475,323,327,330,283,446,383,328,315,877,991,23.588,21.881,13.402,14.427,15.328,14.139,20.053,17.418,14.121,14.464,35.472,40.191
Ccdc120,0,-2.08960186200362,4.63808599793775e-41,5.70313619888186,2.45735451526192e-43,2449,3161,393,412,274,292,2846,2875,517,508,447,391,120.095,145.614,16.307,18.178,12.727,14.589,127.958,130.752,22.258,23.326,18.080,15.857
Lss,0,2.4410393102711,4.9174923497702e-41,5.08053523835182,2.62348280185687e-43,401,333,386,278,675,610,476,443,464,314,1393,1714,19.664,15.340,16.016,12.265,31.353,30.477,21.401,20.147,19.976,14.418,56.342,69.513
Irs1,0,2.97090179263235,5.10656445530692e-41,5.29832302942547,2.74314143447077e-43,1054,1121,687,659,979,1222,182,199,1449,951,760,1106,51.687,51.640,28.505,29.075,45.473,61.053,8.183,9.050,62.383,43.668,30.740,44.855
Pycr2,0,2.38946982668602,1.12618901790263e-40,4.04337844330535,6.09109185885009e-43,234,257,242,171,133,134,288,198,299,236,799,778,11.475,11.839,10.041,7.545,6.178,6.695,12.949,9.005,12.873,10.837,32.317,31.553
Mab21l4,0,-8.06697593054244,2.31571056956084e-40,2.10390278688143,1.26099254680085e-42,102,147,56,36,0,1,225,265,185,182,1,0,5.002,6.772,2.324,1.588,0.000,0.050,10.116,12.052,7.965,8.357,0.040,0.000
Aacs,0,2.37564826088385,2.99766571273088e-40,6.43707856162655,1.64337242428677e-42,765,894,1510,1095,1447,1209,1222,930,2179,1839,2979,3943,37.515,41.183,62.654,48.312,67.211,60.404,54.942,42.295,93.811,84.443,120.491,159.912
N4bp3,0,-2.11891606011964,3.93542019799797e-40,5.12658838595528,2.17194536112328e-42,783,819,1042,981,551,488,1143,970,1599,1480,182,120,38.397,37.728,43.235,43.282,25.593,24.381,51.390,44.114,68.840,67.959,7.361,4.867
Plekhs1,0,-3.44837181227149,4.81107215969286e-40,5.47390078075742,2.67291620778403e-42,718,761,3244,3263,1206,1353,249,261,1235,985,19,10,35.210,35.056,134.602,143.964,56.017,67.598,11.195,11.870,53.169,45.229,0.768,0.406
3110009F21Rik,0,6.31328745157778,6.19266202293238e-40,-0.0491409049763269,3.46327910329932e-42,0,2,1,0,0,1,3,1,0,0,68,141,0.000,0.092,0.041,0.000,0.000,0.050,0.135,0.045,0.000,0.000,2.750,5.718
Irx5,0,-1.76541190964085,9.34544968587421e-40,5.55810604936503,5.26087715493121e-42,1561,1812,1129,1058,665,703,1822,1686,1189,1128,336,306,76.549,83.471,46.845,46.679,30.888,35.123,81.919,76.677,51.189,51.796,13.590,12.410
Slc34a2,0,4.17194405729603,1.31317260875268e-39,7.98993484752953,7.44061892446052e-42,268,363,139,94,171,202,1845,1540,24,40,16923,20965,13.142,16.722,5.767,4.147,7.943,10.092,82.953,70.037,1.033,1.837,684.481,850.256
Stim2,0,1.76670322239558,1.5448499431198e-39,5.36724444855711,8.81017481083073e-42,607,682,848,649,422,380,834,674,755,679,1541,1644,29.766,31.417,35.186,28.634,19.601,18.985,37.497,30.653,32.504,31.178,62.329,66.674
Rasgrp1,0,3.86928602853628,1.59915907929529e-39,1.4435607080495,9.17873418337928e-42,2,6,3,7,11,8,27,26,12,10,244,240,0.098,0.276,0.124,0.309,0.511,0.400,1.214,1.182,0.517,0.459,9.869,9.733
Slc50a1,0,1.92252019958029,1.76124561376457e-39,5.96171770059275,1.0173868109976e-41,1181,1079,698,662,531,515,1101,1242,711,608,2658,2894,57.915,49.705,28.962,29.208,24.664,25.730,49.502,56.485,30.610,27.918,107.508,117.369
Mfsd2a,0,2.11879057136312,2.3854344269362e-39,6.74168707551032,1.38672739782891e-41,1217,1029,3877,3554,2926,2825,1061,928,2159,2236,2639,2731,59.680,47.402,160.866,156.803,135.908,141.141,47.703,42.204,92.950,102.673,106.739,110.758
Lpar6,0,1.89941892491071,4.03395672997981e-39,5.05843761728037,2.35990698725777e-41,760,721,835,748,675,757,458,365,612,563,874,1032,37.269,33.213,34.646,33.002,31.353,37.821,20.592,16.600,26.348,25.852,35.351,41.854
LOC100036572,0,4.83203674341613,4.70127952915231e-39,3.01270212244447,2.76759529292605e-41,37,29,359,321,290,231,3,15,245,292,134,191,1.814,1.336,14.896,14.163,13.470,11.541,0.135,0.682,10.548,13.408,5.420,7.746
Agpat4,0,3.30675472043524,5.08283537168238e-39,3.94393691136742,3.01091465779044e-41,26,45,438,518,854,639,54,45,360,405,337,273,1.275,2.073,18.174,22.854,39.667,31.925,2.428,2.047,15.499,18.597,13.631,11.072
Fyb,0,4.14982345932255,9.80468234438766e-39,0.322560853351595,5.84406541738401e-41,11,4,33,29,12,23,7,7,6,10,83,74,0.539,0.184,1.369,1.279,0.557,1.149,0.315,0.318,0.258,0.459,3.357,3.001
Adgrg6,0,-2.85846433936947,2.90293710563051e-38,4.99758159895377,1.74097188350482e-40,729,604,1319,1257,1218,1186,315,315,1283,1157,30,24,35.749,27.824,54.729,55.459,56.574,59.254,14.163,14.326,55.236,53.127,1.213,0.973
Il15,0,3.162505363413,3.35338947640721e-38,3.65609575274107,2.02345882530918e-40,88,68,49,29,39,36,135,186,31,33,817,986,4.315,3.132,2.033,1.279,1.811,1.799,6.070,8.459,1.335,1.515,33.045,39.988
Tspan12,0,-2.57360589307521,9.11696642325659e-38,3.91783912934921,5.53478590028087e-40,519,590,365,366,389,412,513,492,270,263,64,41,25.451,27.179,15.145,16.148,18.068,20.584,23.065,22.376,11.624,12.076,2.589,1.663
Slc13a1,0,3.8625227395037,1.18823558091818e-37,-0.35770985031361,7.25733494361155e-40,1,1,0,0,0,0,2,15,0,0,49,107,0.049,0.046,0.000,0.000,0.000,0.000,0.090,0.682,0.000,0.000,1.982,4.339
Tacc1,0,2.42930164111711,1.9334178492509e-37,6.25067148112164,1.18797888378859e-39,1656,1586,2893,2809,2994,2704,188,289,2458,2306,779,835,81.208,73.060,120.038,123.934,139.066,135.096,8.453,13.143,105.822,105.887,31.508,33.864
Tspan1,0,3.22255007026089,1.98634857277715e-37,3.59149660753207,1.22781029554642e-39,1088,1524,10,13,3,6,51,52,30,17,320,280,53.354,70.204,0.415,0.574,0.139,0.300,2.293,2.365,1.292,0.781,12.943,11.356
Msmo1,0,2.32872638211697,2.16322789679086e-37,4.94715461265752,1.3451028903111e-39,488,609,404,311,1458,1060,344,250,356,395,971,878,23.931,28.054,16.763,13.721,67.722,52.959,15.467,11.370,15.327,18.138,39.274,35.608
Cmpk2,0,3.0182959880833,2.16927444551503e-37,3.97607827095905,1.3568440919002e-39,66,100,72,39,63,48,177,248,74,61,1065,1096,3.237,4.607,2.987,1.721,2.926,2.398,7.958,11.279,3.186,2.801,43.076,44.449
Aldh1l1,0,4.18102476216294,2.20947997185077e-37,2.95504402777158,1.39012132597403e-39,104,73,30,33,115,127,56,35,21,47,485,539,5.100,3.363,1.245,1.456,5.342,6.345,2.518,1.592,0.904,2.158,19.617,21.860
Mpc1-ps,0,1.63547580511296,2.44094104882581e-37,5.17579356716626,1.54472887301976e-39,368,402,396,329,347,359,880,860,319,249,1734,1634,18.046,18.518,16.431,14.516,16.118,17.936,39.565,39.112,13.734,11.434,70.135,66.268
Clcc1,0,1.64194384958034,4.51635282294705e-37,5.01659270515087,2.87475270749417e-39,708,666,688,621,698,636,474,416,843,803,896,831,34.719,30.680,28.547,27.399,32.421,31.776,21.311,18.919,36.293,36.872,36.240,33.702
Wdr86,0,4.66550090247632,7.63652763862147e-37,-0.362949065315078,4.88890617432626e-39,2,1,8,5,9,5,4,3,14,15,57,57,0.098,0.046,0.332,0.221,0.418,0.250,0.180,0.136,0.603,0.689,2.305,2.312
Alox12e,0,-4.78241381373096,7.7086408176744e-37,3.87367300785058,4.96343553145083e-39,1932,1460,82,60,9,13,379,293,199,105,6,9,94.743,67.256,3.402,2.647,0.418,0.650,17.040,13.325,8.567,4.821,0.243,0.365
Gcat,0,2.9172985786001,9.47368599702411e-37,3.7840352674488,6.13596405659982e-39,208,200,374,237,480,463,91,58,429,324,346,352,10.200,9.213,15.518,10.456,22.295,23.132,4.091,2.638,18.469,14.877,13.995,14.276
Anpep,0,-3.38185150724987,9.47368599702411e-37,6.92287376760185,6.1696251571922e-39,5877,5640,2948,2967,2015,1954,5408,5077,1118,1527,332,294,288.200,259.810,122.320,130.905,93.593,97.625,243.148,230.896,48.132,70.117,13.428,11.923
Lbh,0,-3.25131522037615,1.0032197747487e-36,6.29908806059579,6.57026085968095e-39,662,798,5332,3593,2869,2394,723,437,3833,2986,31,44,32.464,36.760,221.238,158.524,133.260,119.608,32.507,19.874,165.019,137.112,1.254,1.784
Gm5424,0,1.70554776923014,1.30236240775605e-36,4.77777459387494,8.57731597881942e-39,253,289,89,63,52,38,713,739,293,277,1483,1471,12.407,13.313,3.693,2.780,2.415,1.899,32.057,33.609,12.614,12.719,59.983,59.658
Mmp25,0,4.7084416719746,1.33655335831667e-36,1.02477845650112,8.851672412414e-39,4,1,17,14,43,22,12,7,21,17,141,171,0.196,0.046,0.705,0.618,1.997,1.099,0.540,0.318,0.904,0.781,5.703,6.935
Mocs1,0,1.74240384231818,3.73715964408184e-36,6.29701051255613,2.48878139585273e-38,376,431,377,348,360,411,2088,2056,261,240,4063,4579,18.439,19.854,15.643,15.354,16.721,20.534,93.878,93.505,11.237,11.020,164.335,185.706
Sqle,0,2.21407098111303,4.18963861891262e-36,6.69039267813202,2.80552716671731e-38,2028,2041,2712,2380,4331,2963,944,766,1633,1650,2401,2523,99.450,94.020,112.528,105.006,201.167,148.036,42.443,34.837,70.304,75.765,97.113,102.323
Fam167b,0,3.88289753027116,5.67957012648999e-36,0.688827187733835,3.82413382813079e-38,3,3,8,12,9,10,12,18,4,12,124,154,0.147,0.138,0.332,0.529,0.418,0.500,0.540,0.819,0.172,0.551,5.015,6.246
Nab2,0,-2.57540697903221,8.25720561957535e-36,5.45534241975958,5.59007260753473e-38,1215,1903,1076,1037,1021,993,1576,1416,1189,925,185,127,59.582,87.663,44.646,45.753,47.424,49.612,70.858,64.398,51.189,42.474,7.483,5.151
Cyb5a,0,1.53912304151193,1.33196592928407e-35,5.04126939651785,9.06632683018332e-38,849,889,552,467,740,737,502,434,866,756,831,860,41.634,40.952,22.904,20.604,34.372,36.822,22.570,19.738,37.283,34.714,33.611,34.878
Nid1,0,4.29352219451443,1.41685915213142e-35,5.78637404417728,9.6963023767042e-38,122,209,2179,1919,2171,1691,106,115,959,1887,1646,1061,5.983,9.628,90.412,84.667,100.839,84.485,4.766,5.230,41.287,86.648,66.575,43.030
Als2cl,0,-2.22542160602517,2.10798734814124e-35,4.96296738260449,1.45036106590534e-37,2173,2126,245,185,119,154,1322,1556,362,354,172,213,106.561,97.936,10.166,8.162,5.527,7.694,59.438,70.765,15.585,16.255,6.957,8.638
Syk,0,6.89573751117586,2.40253296020286e-35,-0.138275161269683,1.66185730349953e-37,5,9,22,26,14,8,0,1,22,21,54,37,0.245,0.415,0.913,1.147,0.650,0.400,0.000,0.045,0.947,0.964,2.184,1.501
Csn3,0,2.25333341226442,2.43422102462942e-35,13.4430738011224,1.6927325275211e-37,45511,54043,10173,6239,8411,7744,225992,246723,1025,1205,708560,699632,2231.794,2489.526,422.103,275.266,390.676,386.902,10160.777,11220.680,44.128,55.331,28658.994,28374.242
Epha8,0,3.41605089197973,2.48185618382548e-35,0.224925376975947,1.73498905377991e-37,9,8,9,4,7,4,14,15,4,3,113,81,0.441,0.369,0.373,0.176,0.325,0.200,0.629,0.682,0.172,0.138,4.570,3.285
Tubb2b,0,-2.77223529098951,2.52039395902821e-35,4.26080325362065,1.77120293673199e-37,725,809,207,187,273,273,735,1081,533,422,88,79,35.553,37.267,8.589,8.250,12.680,13.640,33.046,49.163,22.947,19.377,3.559,3.204
Scd2,0,4.58356616584204,2.56789290472634e-35,7.97859068761541,1.81403082419316e-37,2410,2495,2340,1208,2472,2717,1295,722,2493,1836,13292,16465,118.183,114.934,97.092,53.297,114.820,135.746,58.224,32.836,107.329,84.306,537.619,667.754
Tcf7,0,-5.72159906416186,2.59199922896468e-35,4.45308564402549,1.8405969726266e-37,211,181,1104,743,380,332,132,134,1829,1670,2,1,10.347,8.338,45.808,32.781,17.650,16.587,5.935,6.094,78.742,76.683,0.081,0.041
Gna15,0,4.33527135274671,2.74300635249527e-35,2.32420499961334,1.95792057244226e-37,42,56,39,57,78,116,23,23,85,58,264,317,2.060,2.580,1.618,2.515,3.623,5.796,1.034,1.046,3.659,2.663,10.678,12.856
Atp6v1c2,0,-2.76031556482582,4.30002715595575e-35,5.46038058598619,3.10094309050122e-37,630,920,477,272,67,77,3607,4212,200,218,368,354,30.894,42.380,19.792,12.001,3.112,3.847,162.174,191.557,8.610,10.010,14.884,14.357
Dhcr24,0,2.12164998620821,4.30002715595575e-35,5.72611128790519,3.08920183501651e-37,1713,1935,630,412,1281,1231,701,513,841,649,1700,1572,84.003,89.137,26.140,18.178,59.500,61.503,31.518,23.331,36.207,29.801,68.760,63.754
Car5b,0,2.10519046584972,9.82985113314979e-35,5.0750321667815,7.12491509338279e-37,144,232,158,138,215,222,856,630,67,83,1918,2042,7.062,10.687,6.556,6.089,9.986,11.091,38.486,28.652,2.884,3.811,77.577,82.815
Cldn4,0,-3.17277919256186,1.00713102100521e-34,9.87145122704226,7.33698598767545e-37,48458,61988,2699,2036,57,44,57915,76464,1523,1551,5790,3559,2376.311,2855.517,111.988,89.829,2.648,2.198,2603.904,3477.495,65.568,71.219,234.187,144.339
Phf19,0,3.40252069203689,1.08256096982049e-34,2.80791571036883,7.92632668583381e-37,128,95,87,97,43,63,69,45,137,126,352,396,6.277,4.376,3.610,4.280,1.997,3.148,3.102,2.047,5.898,5.786,14.237,16.060
Homer2,0,2.13172477277276,1.18741693784607e-34,4.52826926089046,8.73775295519383e-37,1142,978,216,213,133,125,404,279,138,97,884,969,56.002,45.052,8.962,9.398,6.178,6.245,18.164,12.689,5.941,4.454,35.755,39.299
Gnmt,0,2.5361044972648,1.41656061425911e-34,3.14574796737352,1.04760544341617e-36,31,36,123,133,186,204,129,118,87,61,435,457,1.520,1.658,5.104,5.868,8.639,10.192,5.800,5.367,3.746,2.801,17.594,18.534
Prkab2,0,-2.0064727999224,1.50066407027169e-34,5.15399001918603,1.1153248544644e-36,607,719,1343,1366,1407,1357,674,736,887,853,105,114,29.766,33.121,55.724,60.268,65.353,67.798,30.304,33.472,38.187,39.168,4.247,4.623
Gstm7,0,3.60501174710882,1.75129943350912e-34,2.03218444980868,1.30804586262317e-36,20,22,65,61,157,145,29,22,32,35,218,169,0.981,1.013,2.697,2.691,7.292,7.244,1.304,1.001,1.378,1.607,8.817,6.854
Wipf1,0,1.66970367274674,2.60281979011704e-34,5.20560513957821,1.95362315458213e-36,355,378,1285,1252,1432,1313,284,282,1164,1104,538,584,17.409,17.413,53.318,55.238,66.514,65.600,12.769,12.825,50.113,50.694,21.760,23.685
Amotl2,0,-2.97574330648872,4.82272362542318e-34,6.33837636449705,3.63758174771608e-36,1809,2096,3838,3344,1919,3067,1615,1846,2325,1550,149,126,88.711,96.554,159.248,147.538,89.134,153.232,72.612,83.954,100.096,71.173,6.027,5.110
Prdx4,0,1.86949049665947,5.7345077451629e-34,6.73430146893535,4.3464019850015e-36,1560,1837,1216,1000,714,591,2255,2076,1040,1076,4868,4980,76.500,84.623,50.455,44.120,33.164,29.527,101.387,94.414,44.774,49.408,196.895,201.969
Nsdhl,0,2.10701298153599,5.73463682117902e-34,4.8808523755038,4.3675993303067e-36,541,415,476,391,893,857,352,378,478,345,997,966,26.530,19.117,19.750,17.251,41.478,42.817,15.826,17.191,20.579,15.842,40.325,39.177
Itga2,0,-4.05414537213093,7.13043497953586e-34,4.75139447943893,5.4568986193144e-36,1062,1074,1037,759,1190,1093,253,154,612,757,9,6,52.079,49.475,43.028,33.487,55.273,54.608,11.375,7.004,26.348,34.760,0.364,0.243
Carmil1,0,-1.71886104461002,1.49068680244898e-33,5.45329945683232,1.14630244568173e-35,2117,2189,629,557,531,582,1426,1431,1361,1371,256,285,103.815,100.838,26.099,24.575,24.664,29.078,64.114,65.080,58.594,62.954,10.354,11.558
Cdc42ep1,0,-1.73697495992099,1.6859987829068e-33,6.0001560961932,1.30269599474016e-35,2259,2522,972,774,612,632,3285,2674,1603,1475,611,498,110.778,116.178,40.331,34.149,28.426,31.576,147.696,121.610,69.013,67.729,24.713,20.197
Shisa2,0,-3.37976603690059,1.91542781949321e-33,4.40066788784734,1.49406047953405e-35,877,820,514,550,604,574,598,350,794,482,27,29,43.007,37.774,21.327,24.266,28.055,28.678,26.887,15.918,34.183,22.133,1.092,1.176
